Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Mercedes-Benz,CLA-Class,2014.0,Black,Nigerian Used,61533.0,2000.0,Imported,10400000.0,lagos
Honda,Accord,2003.0,Gray,Nigerian Used,251380.0,2400.0,Registered,1365000.0,lagos
Toyota,Camry,2016.0,Black,Nigerian Used,92686.0,2500.0,Registered,7560000.0,lagos
Toyota,Highlander,2008.0,Blue,Foreign Used,168287.0,3500.0,Imported,10400000.0,unknown
Honda,Crosstour,2010.0,Red,Nigerian Used,164886.0,3500.0,Imported,3465000.0,abuja
Toyota,Camry,2002.0,Gray,Nigerian Used,214396.0,3000.0,Imported,2600000.0,unknown
Mercedes-Benz,E350,2010.0,Gray,Foreign Used,239658.0,3500.0,Imported,7229250.0,unknown
Toyota,Camry,2001.0,Silver,Nigerian Used,149682.0,2200.0,Registered,1218000.0,lagos
Honda,CR-V,2010.0,Gray,Nigerian Used,104494.0,2400.0,Registered,2520000.0,ogun
Mercedes-Benz,M Class,2006.0,Black,Nigerian Used,135934.0,3500.0,Registered,3570000.0,abuja
Volkswagen,Golf,2001.0,Silver,Nigerian Used,226534.0,1400.0,Registered,1155000.0,unknown
Kia,Sorento,2015.0,Black,Foreign Used,242323.0,3300.0,Imported,7980000.0,unknown
Acura,MDX,2007.0,Black,Nigerian Used,343190.0,3700.0,Imported,2520000.0,unknown
Toyota,Camry,2015.0,Blue,Nigerian Used,102398.0,2500.0,Imported,8320000.0,abuja
Mazda,Demio,2000.0,Red,Nigerian Used,278988.0,1600.0,Registered,2100000.0,abuja
Toyota,Corolla,2013.0,Gray,Foreign Used,108861.0,1800.0,Imported,7280000.0,unknown
Honda,HR-V,2021.0,Black,Nigerian Used,48996.0,1800.0,Brand new,13650000.0,lagos
Volkswagen,Golf,2010.0,Silver,Nigerian Used,123763.0,2000.0,Imported,1575000.0,delta
Nissan,Almera,2012.0,Gray,Nigerian Used,123523.0,1800.0,Registered,1785000.0,lagos
Toyota,Camry,2004.0,Silver,Nigerian Used,430389.0,2400.0,Imported,2600000.0,lagos
Toyota,Corolla,2007.0,Red,Nigerian Used,212049.0,1800.0,Registered,2415000.0,abuja
Mercedes-Benz,B-Class,2007.0,Gray,Nigerian Used,270130.0,2000.0,Registered,2625000.0,unknown
Toyota,RAV4,2008.0,Gray,Foreign Used,209606.0,2400.0,Imported,6552000.0,unknown
Toyota,Highlander,2005.0,Silver,Nigerian Used,256509.0,3300.0,Imported,3150000.0,lagos
Toyota,Camry,2002.0,Black,Nigerian Used,178438.0,2400.0,Registered,2392000.0,lagos
Mazda,CX-9,2010.0,Gray,Nigerian Used,181071.0,3700.0,Registered,3675000.0,unknown
Toyota,RAV4,2013.0,Gray,Nigerian Used,142685.0,2500.0,Registered,8190000.0,unknown
Toyota,Highlander,2007.0,Silver,Nigerian Used,124785.0,2400.0,Registered,2415000.0,oyo
Mercedes-Benz,C280,2007.0,Black,Nigerian Used,198756.0,3000.0,Registered,4725000.0,abuja
Toyota,Camry,2014.0,Black,Nigerian Used,174082.0,2500.0,Imported,5460000.0,abuja
Honda,Pilot,2013.0,Silver,Foreign Used,155355.0,3500.0,Imported,9360000.0,unknown
Toyota,Land Cruiser Prado,2016.0,Black,Nigerian Used,70726.0,3500.0,Brand new,23100000.0,lagos
Toyota,Matrix,2009.0,Black,Nigerian Used,286906.0,2400.0,Registered,3150000.0,abuja
Toyota,Camry,2007.0,Gray,Nigerian Used,80870.0,2400.0,Registered,2462250.0,unknown
Ford,Edge,2013.0,Black,Nigerian Used,183579.0,3500.0,Registered,3528000.0,lagos
Honda,Accord,2008.0,Gray,Nigerian Used,327597.0,2400.0,Registered,3120000.0,lagos
Lexus,RX,2001.0,Gray,Nigerian Used,144771.0,3000.0,Imported,1995000.0,lagos
Toyota,Corolla,2011.0,Blue,Foreign Used,256553.0,1800.0,Imported,6760000.0,unknown
Toyota,Camry,2001.0,Gray,Nigerian Used,144733.0,2200.0,Imported,1716000.0,abuja
Lexus,IS,2008.0,Gray,Nigerian Used,222121.0,3500.0,Imported,3780000.0,unknown
Mercedes-Benz,C230,2004.0,Black,Nigerian Used,171739.0,1800.0,Registered,1417500.0,unknown
Toyota,Sienna,2002.0,Silver,Nigerian Used,138498.0,3000.0,Imported,1885000.0,lagos
Honda,Accord,2008.0,Gray,Nigerian Used,152346.0,2400.0,Imported,3120000.0,lagos
Toyota,Land Cruiser Prado,2015.0,Black,Nigerian Used,47735.0,2700.0,Registered,17750000.0,rivers
Toyota,Camry,2006.0,Blue,Nigerian Used,142424.0,2400.0,Registered,2964000.0,unknown
Nissan,Pathfinder,2001.0,Silver,Nigerian Used,143756.0,3500.0,Imported,1155000.0,lagos
Lexus,RX 300,2001.0,Silver,Nigerian Used,171385.0,3000.0,Registered,2600000.0,unknown
Toyota,Highlander,2012.0,White,Nigerian Used,175125.0,3500.0,Imported,8112000.0,lagos
Nissan,Sentra,2015.0,Blue,Foreign Used,106224.0,1800.0,Imported,6142500.0,unknown
Honda,Accord,2003.0,Gold,Nigerian Used,163528.0,2400.0,Registered,1260000.0,lagos
Mitsubishi,Galant,2006.0,Silver,Nigerian Used,219740.0,2400.0,Registered,3150000.0,lagos
Honda,Pilot,2010.0,Gray,Nigerian Used,121091.0,3500.0,Registered,3150000.0,lagos
Toyota,Camry,2010.0,Red,Nigerian Used,260291.0,2400.0,Registered,4160000.0,lagos
Toyota,Camry,2007.0,Blue,Nigerian Used,183188.0,2400.0,Registered,3045000.0,unknown
Lexus,ES,2007.0,White,Nigerian Used,175260.0,3500.0,Registered,4680000.0,unknown
Nissan,Sentra,2008.0,Blue,Nigerian Used,393354.0,2000.0,Imported,1743000.0,lagos
Toyota,Highlander,2006.0,Blue,Nigerian Used,391872.0,3300.0,Imported,4160000.0,unknown
Toyota,Camry,2005.0,Silver,Nigerian Used,232090.0,2400.0,Imported,2860000.0,lagos
Toyota,Camry,2008.0,Gray,Nigerian Used,200016.0,2400.0,Registered,3744000.0,akwa ibom
Ford,Edge,2008.0,Black,Nigerian Used,159766.0,3500.0,Registered,2310000.0,lagos
BMW,528i,2013.0,Black,Foreign Used,320614.0,2000.0,Imported,10500000.0,unknown
Toyota,Sienna,2008.0,Silver,Foreign Used,491052.0,3500.0,Imported,6240000.0,unknown
Toyota,Camry,2008.0,White,Nigerian Used,162383.0,2400.0,Registered,2625000.0,lagos
Toyota,HiAce,2010.0,Black,Foreign Used,317825.0,2000.0,Imported,12480000.0,unknown
Toyota,Avalon,2008.0,Gray,Nigerian Used,205659.0,3500.0,Registered,2499000.0,abuja
Toyota,Camry,2015.0,Black,Foreign Used,93079.0,2500.0,Imported,6825000.0,unknown
Toyota,Camry,2007.0,Black,Nigerian Used,180991.0,2400.0,Imported,2625000.0,lagos
Nissan,Altima,2009.0,Red,Nigerian Used,223619.0,2500.0,Registered,2100000.0,abuja
Lifan,520,2006.0,Silver,Nigerian Used,22140.0,1600.0,Brand new,2625000.0,unknown
Honda,Pilot,2007.0,Gray,Foreign Used,372246.0,3500.0,Imported,3045000.0,unknown
Toyota,Land Cruiser Prado,2012.0,Black,Nigerian Used,92638.0,2700.0,Registered,15225000.0,lagos
Toyota,Solara,2006.0,Blue,Nigerian Used,218932.0,2800.0,Registered,1680000.0,lagos
Mazda,CX-9,2010.0,Black,Nigerian Used,378228.0,3700.0,Imported,5148000.0,unknown
Honda,Accord,2005.0,Blue,Nigerian Used,250134.0,2400.0,Imported,2625000.0,lagos
Toyota,Camry,2000.0,Red,Nigerian Used,370632.0,2200.0,Registered,1352000.0,lagos
Toyota,Corolla,2010.0,Gray,Foreign Used,196888.0,2400.0,Imported,6240000.0,unknown
Nissan,Almera,2015.0,Black,Nigerian Used,147956.0,1500.0,Registered,1680000.0,lagos
Nissan,Altima,2003.0,Silver,Nigerian Used,235884.0,2500.0,Registered,1050000.0,unknown
Mercedes-Benz,A-Class,2016.0,Silver,Foreign Used,115574.0,1600.0,Imported,19425000.0,unknown
Toyota,Hilux,2012.0,White,Nigerian Used,160784.0,2700.0,Registered,8085000.0,lagos
Hyundai,Elantra,2009.0,Black,Nigerian Used,252352.0,2000.0,Imported,2600000.0,lagos
Honda,Accord,2010.0,Black,Nigerian Used,133684.0,2400.0,Registered,3120000.0,akwa ibom
Honda,Pilot,2010.0,Silver,Nigerian Used,206114.0,3500.0,Imported,3318000.0,lagos
Toyota,Corolla,2017.0,Silver,Nigerian Used,95643.0,1800.0,Imported,6562500.0,unknown
Toyota,Highlander,2007.0,Black,Nigerian Used,193606.0,3300.0,Imported,3952000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,179058.0,3500.0,Registered,2919000.0,unknown
Nissan,Frontier,2005.0,Black,Nigerian Used,156513.0,4000.0,Imported,3120000.0,lagos
Nissan,Xterra,2012.0,Black,Nigerian Used,66023.0,4000.0,Registered,2100000.0,unknown
Toyota,Camry,2010.0,Silver,Nigerian Used,150590.0,2500.0,Imported,3952000.0,unknown
Lexus,ES,2010.0,Gray,Nigerian Used,172938.0,3500.0,Imported,5250000.0,unknown
Toyota,Camry,2015.0,Blue,Foreign Used,253268.0,2500.0,Imported,9880000.0,unknown
BMW,X3,2008.0,White,Foreign Used,189204.0,3000.0,Imported,4200000.0,unknown
Toyota,Corolla,2010.0,Black,Nigerian Used,117672.0,1800.0,Imported,3848000.0,lagos
Toyota,Camry,2004.0,Gold,Nigerian Used,201245.0,2400.0,Registered,2548000.0,lagos
Mercedes-Benz,M Class,2013.0,Blue,Nigerian Used,200076.0,3500.0,Registered,12584000.0,unknown
Honda,Pilot,2003.0,Brown,Nigerian Used,431739.0,3500.0,Registered,2184000.0,lagos
Honda,Accord,2009.0,Gray,Nigerian Used,294895.0,2400.0,Registered,3016000.0,unknown
Toyota,Corolla,2001.0,Silver,Nigerian Used,239762.0,2400.0,Imported,2080000.0,unknown
Toyota,Corolla,2006.0,Silver,Nigerian Used,123523.0,2800.0,Registered,1680000.0,lagos
Toyota,Camry,2007.0,Gray,Nigerian Used,221662.0,2400.0,Registered,3432000.0,nasarawa
Honda,Pilot,2003.0,Gray,Nigerian Used,305294.0,3500.0,Registered,2080000.0,unknown
Toyota,Camry,2008.0,Silver,Nigerian Used,95259.0,2400.0,Imported,6240000.0,unknown
Toyota,Highlander,2011.0,Gray,Foreign Used,131845.0,3500.0,Imported,11440000.0,unknown
BMW,X3,2007.0,Gray,Nigerian Used,446797.0,3000.0,Imported,3150000.0,katsina
Toyota,Camry,2001.0,Gray,Nigerian Used,253868.0,2200.0,Registered,1456000.0,lagos
Toyota,Avalon,2014.0,Black,Nigerian Used,392101.0,2500.0,Imported,6825000.0,abuja
Honda,CR-V,2006.0,Silver,Nigerian Used,188837.0,2400.0,Registered,2080000.0,lagos
Ford,Edge,2012.0,Silver,Nigerian Used,328818.0,3500.0,Registered,4016250.0,unknown
Peugeot,207,2007.0,Silver,Foreign Used,199331.0,1400.0,Imported,1575000.0,unknown
Nissan,Altima,2005.0,Gold,Nigerian Used,162932.0,2500.0,Registered,1470000.0,lagos
Toyota,Tacoma,2005.0,Black,Foreign Used,123383.0,4000.0,Imported,7350000.0,unknown
Toyota,4-Runner,2014.0,Black,Nigerian Used,79139.0,4000.0,Registered,17680000.0,unknown
Toyota,Sienna,2011.0,Black,Foreign Used,132149.0,3500.0,Imported,8032500.0,unknown
Toyota,Camry,2012.0,Gray,Foreign Used,87937.0,2500.0,Imported,7800000.0,unknown
Toyota,Corolla,2008.0,Black,Nigerian Used,142745.0,1800.0,Imported,2625000.0,lagos
Hyundai,Elantra,2012.0,Blue,Nigerian Used,153176.0,1800.0,Imported,3675000.0,lagos
Honda,Accord,2009.0,Black,Nigerian Used,166866.0,2400.0,Registered,1470000.0,lagos
Mercedes-Benz,CLA-Class,2015.0,Red,Foreign Used,50396.0,2000.0,Imported,16328000.0,unknown
Ford,Explorer,2013.0,White,Nigerian Used,195551.0,3500.0,Imported,4515000.0,kano
Honda,Pilot,2003.0,Black,Nigerian Used,398786.0,3500.0,Registered,1807050.0,edo
Honda,Accord,2003.0,Gray,Nigerian Used,416654.0,2400.0,Registered,1872000.0,lagos
Toyota,Highlander,2014.0,Gray,Foreign Used,163537.0,3500.0,Imported,13860000.0,unknown
Pontiac,Vibe,2008.0,Silver,Nigerian Used,382062.0,2400.0,Registered,2730000.0,unknown
Toyota,Camry,2005.0,Gray,Nigerian Used,278011.0,2400.0,Imported,2467500.0,unknown
Toyota,Camry,2007.0,Gold,Nigerian Used,205358.0,3500.0,Registered,2856000.0,nasarawa
Honda,CR-V,2013.0,Silver,Foreign Used,41867.0,2400.0,Imported,9660000.0,unknown
Honda,Crosstour,2011.0,Silver,Foreign Used,231163.0,3500.0,Imported,4515000.0,unknown
Nissan,Quest,2012.0,Silver,Nigerian Used,336933.0,3500.0,Imported,4725000.0,unknown
Toyota,Corolla,2003.0,Gray,Nigerian Used,449960.0,1800.0,Registered,2362500.0,imo
Ford,Kuga,2017.0,Black,Nigerian Used,89422.0,1500.0,Brand new,8400000.0,lagos
Toyota,Corolla,2005.0,Gold,Nigerian Used,424508.0,1800.0,Imported,4680000.0,abuja
Nissan,Almera,2005.0,Gray,Nigerian Used,383156.0,1800.0,Imported,1456000.0,unknown
Acura,MDX,2005.0,White,Nigerian Used,111213.0,3500.0,Registered,2310000.0,unknown
Ford,Explorer,2014.0,Black,Nigerian Used,103136.0,3500.0,Registered,5145000.0,lagos
Ford,Escape,2014.0,Red,Nigerian Used,80664.0,1600.0,Brand new,2415000.0,lagos
Toyota,Camry,2009.0,Black,Nigerian Used,206962.0,2400.0,Imported,3952000.0,unknown
Toyota,Sienna,2007.0,Red,Nigerian Used,288524.0,3500.0,Imported,2945250.0,lagos
Mercedes-Benz,C230,2006.0,Silver,Foreign Used,390884.0,2500.0,Imported,2835000.0,unknown
Toyota,Avensis Verso,2003.0,Silver,Nigerian Used,167364.0,2000.0,Registered,2835000.0,abuja
Toyota,Corolla,2012.0,Black,Nigerian Used,195182.0,1800.0,Registered,4160000.0,unknown
Pontiac,G6,2006.0,Green,Nigerian Used,229216.0,3500.0,Registered,2625000.0,unknown
Toyota,Camry,2012.0,Black,Nigerian Used,171946.0,3500.0,Registered,5616000.0,unknown
Toyota,Camry,2017.0,Blue,Foreign Used,117784.0,2500.0,Imported,16120000.0,unknown
Lexus,IS,2007.0,White,Nigerian Used,107802.0,2500.0,Registered,2625000.0,lagos
Mitsubishi,Montero,2002.0,Red,Nigerian Used,92110.0,3500.0,Registered,1155000.0,lagos
Toyota,Avensis,2003.0,Green,Foreign Used,300806.0,2400.0,Imported,3150000.0,unknown
Ford,Escape,2008.0,Gray,Nigerian Used,171421.0,3000.0,Imported,1974000.0,lagos
Nissan,Pathfinder,2002.0,Black,Nigerian Used,191529.0,3500.0,Registered,2184000.0,lagos
Nissan,Xterra,2002.0,Yellow,Nigerian Used,563793.0,3300.0,Imported,1560000.0,lagos
Toyota,Sienna,2013.0,Black,Foreign Used,147748.0,3500.0,Imported,8835750.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,129910.0,2400.0,Imported,3150000.0,lagos
Toyota,Camry,2012.0,Silver,Nigerian Used,99619.0,3500.0,Imported,6760000.0,delta
Toyota,Sienna,2002.0,Blue,Nigerian Used,436042.0,3000.0,Imported,2080000.0,unknown
Lexus,RX,2002.0,Silver,Nigerian Used,141509.0,3300.0,Imported,2735200.0,lagos
Nissan,Almera,2013.0,Brown,Nigerian Used,147827.0,1600.0,Registered,2100000.0,lagos
Toyota,Sienna,2012.0,Gray,Nigerian Used,190872.0,3000.0,Registered,6760000.0,lagos
Mazda,CX-9,2008.0,Black,Nigerian Used,294279.0,3500.0,Registered,4160000.0,lagos
Toyota,4-Runner,2000.0,Silver,Nigerian Used,414804.0,3400.0,Imported,1344000.0,lagos
Acura,MDX,2003.0,Silver,Nigerian Used,300489.0,3500.0,Imported,1976000.0,unknown
Toyota,Camry,2002.0,Red,Nigerian Used,204003.0,3000.0,Registered,2080000.0,lagos
Hyundai,Santa Fe,2008.0,Burgandy,Nigerian Used,407774.0,3300.0,Imported,2940000.0,lagos
Toyota,Camry,2003.0,Blue,Nigerian Used,627949.0,2400.0,Imported,2200000.0,lagos
BMW,X5,2005.0,Green,Nigerian Used,127052.0,3000.0,Imported,1680000.0,lagos
Toyota,Tacoma,2016.0,Gray,Foreign Used,51770.0,3500.0,Imported,19968000.0,unknown
Kia,Rio,2012.0,Black,Nigerian Used,59048.0,1400.0,Brand new,3675000.0,unknown
Peugeot,307,2004.0,Blue,Nigerian Used,357364.0,1600.0,Registered,2600000.0,abuja
Nissan,Sentra,2013.0,Silver,Foreign Used,149272.0,2000.0,Imported,4410000.0,unknown
Honda,CR-V,2008.0,Black,Nigerian Used,186597.0,2400.0,Imported,2520000.0,abuja
Toyota,Avensis,2007.0,Black,Nigerian Used,271284.0,2000.0,Registered,1680000.0,ondo
Nissan,Pathfinder,2011.0,Black,Nigerian Used,198523.0,3500.0,Registered,2100000.0,lagos
Honda,Accord,2008.0,Gray,Nigerian Used,168815.0,2400.0,Registered,2912000.0,unknown
Honda,CR-V,2001.0,Black,Nigerian Used,336467.0,2000.0,Registered,1092000.0,lagos
Ford,Taurus,2013.0,Black,Nigerian Used,45147.0,3500.0,Imported,4515000.0,unknown
Toyota,Corolla,2004.0,Black,Nigerian Used,353411.0,1800.0,Registered,1890000.0,unknown
Toyota,Solara,2004.0,Black,Nigerian Used,253254.0,3300.0,Registered,1890000.0,unknown
Mazda,CX-9,2010.0,Green,Nigerian Used,113911.0,3500.0,Imported,3748500.0,lagos
Toyota,Camry,2004.0,Teal,Nigerian Used,219747.0,3000.0,Imported,1680000.0,unknown
Toyota,Corolla,2010.0,Black,Nigerian Used,205676.0,1800.0,Registered,2793000.0,anambra
Honda,Accord,2008.0,Teal,Foreign Used,129102.0,2400.0,Imported,2730000.0,unknown
Hyundai,Elantra,2008.0,Blue,Nigerian Used,136588.0,2000.0,Registered,1995000.0,abuja
Lexus,ES,2007.0,Gray,Nigerian Used,286987.0,3500.0,Imported,4410000.0,lagos
Mercedes-Benz,C350,2008.0,Black,Nigerian Used,112950.0,3500.0,Imported,3675000.0,lagos
Toyota,Corolla Verso,2004.0,Silver,Foreign Used,257924.0,1800.0,Imported,4284000.0,unknown
Toyota,Avalon,2007.0,Gray,Nigerian Used,289561.0,3500.0,Imported,2808000.0,akwa ibom
Ford,Fusion,2014.0,Blue,Foreign Used,292190.0,2500.0,Imported,5838000.0,unknown
Toyota,Highlander,2004.0,Gray,Nigerian Used,266381.0,3300.0,Imported,3952000.0,ogun
Mazda,MPV,2000.0,Silver,Nigerian Used,231525.0,2800.0,Registered,1470000.0,edo
Suzuki,Grand Vitara,2010.0,Blue,Nigerian Used,143720.0,2400.0,Brand new,3045000.0,lagos
Opel,Zafira,2013.0,White,Foreign Used,342095.0,1400.0,Imported,4305000.0,unknown
Honda,Pilot,2005.0,Red,Nigerian Used,407904.0,3500.0,Registered,2600000.0,unknown
Mercedes-Benz,M Class,2009.0,Black,Nigerian Used,274717.0,3500.0,Imported,4725000.0,abuja
Toyota,Sienna,2003.0,Green,Nigerian Used,493130.0,2400.0,Imported,2912000.0,lagos
Toyota,RAV4,2016.0,Gray,Nigerian Used,60385.0,2400.0,Imported,12480000.0,abuja
Lexus,RX 330,2006.0,Blue,Nigerian Used,80099.0,3300.0,Imported,4200000.0,edo
Ford,Escape,2013.0,Black,Nigerian Used,57242.0,2000.0,Brand new,13650000.0,unknown
Toyota,Sienna,2008.0,Blue,Nigerian Used,123525.0,3800.0,Registered,3079125.0,lagos
Toyota,Sienna,2010.0,Burgandy,Nigerian Used,195752.0,3500.0,Registered,3150000.0,rivers
Honda,CR-V,2002.0,Blue,Nigerian Used,269071.0,2400.0,Registered,1302000.0,lagos
Honda,Pilot,2010.0,Matt Black,Nigerian Used,211564.0,3500.0,Registered,4576000.0,lagos
Toyota,Camry,2012.0,Black,Foreign Used,128523.0,2700.0,Imported,6300000.0,unknown
Mercedes-Benz,E320,2005.0,Black,Nigerian Used,298091.0,3200.0,Registered,3848000.0,unknown
Cadillac,CTS,2010.0,Red,Nigerian Used,123885.0,3000.0,Registered,1890000.0,lagos
Lexus,ES,2008.0,Gray,Foreign Used,122544.0,3500.0,Imported,5250000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,219686.0,2400.0,Registered,3150000.0,lagos
Honda,Pilot,2008.0,Gray,Foreign Used,278538.0,3500.0,Imported,4200000.0,unknown
Toyota,Corolla,2010.0,Silver,Foreign Used,263437.0,1800.0,Imported,6240000.0,unknown
Toyota,Highlander,2015.0,Teal,Nigerian Used,130078.0,3500.0,Imported,16640000.0,unknown
BMW,328i,2008.0,Black,Foreign Used,162543.0,3000.0,Imported,3990000.0,unknown
Toyota,Camry,2001.0,Gray,Nigerian Used,155469.0,2200.0,Imported,1976000.0,unknown
Honda,Accord,2008.0,Green,Nigerian Used,214212.0,2400.0,Registered,3120000.0,abuja
Toyota,Camry,2011.0,Gray,Nigerian Used,282622.0,2500.0,Imported,3675000.0,abuja
Honda,Civic,2006.0,Gray,Nigerian Used,133373.0,1600.0,Registered,2808000.0,unknown
Honda,Pilot,2003.0,Gray,Nigerian Used,254557.0,3500.0,Registered,1829625.0,unknown
Toyota,Sienna,2009.0,Blue,Foreign Used,213892.0,3500.0,Imported,7280000.0,unknown
Toyota,Camry,2002.0,Silver,Nigerian Used,235152.0,2800.0,Registered,2152800.0,lagos
Toyota,RAV4,2012.0,Silver,Nigerian Used,60773.0,2500.0,Imported,5040000.0,abuja
Lexus,ES,2007.0,Black,Nigerian Used,160987.0,3500.0,Imported,4016250.0,abuja
Nissan,Sentra,2013.0,Silver,Foreign Used,122831.0,2000.0,Imported,5376000.0,unknown
Honda,Accord,2014.0,Black,Nigerian Used,363121.0,2400.0,Imported,5720000.0,lagos
Toyota,Sienna,2006.0,Green,Nigerian Used,210625.0,3300.0,Registered,2730000.0,lagos
Nissan,Micra,2006.0,Silver,Foreign Used,127445.0,1200.0,Imported,1575000.0,unknown
Toyota,Camry,2003.0,Black,Nigerian Used,471031.0,2400.0,Registered,2652000.0,akwa ibom
Toyota,Camry,2010.0,Gray,Nigerian Used,279193.0,2500.0,Registered,4472000.0,lagos
Toyota,Highlander,2006.0,Blue,Nigerian Used,307158.0,3300.0,Imported,2730000.0,lagos
Mercedes-Benz,A-Class,2003.0,Black,Nigerian Used,217036.0,1700.0,Imported,2100000.0,lagos
Lexus,RX 350,2008.0,Silver,Nigerian Used,174277.0,3500.0,Imported,5928000.0,lagos
Toyota,Camry,2002.0,Silver,Nigerian Used,326126.0,3000.0,Registered,1470000.0,lagos
Honda,Element,2005.0,Gray,Nigerian Used,196582.0,2400.0,Registered,2415000.0,lagos
Acura,MDX,2007.0,White,Nigerian Used,181009.0,3700.0,Imported,3848000.0,unknown
Peugeot,407,2004.0,Silver,Nigerian Used,103321.0,2000.0,Registered,1050000.0,unknown
Mazda,MX-3,2011.0,Gray,Nigerian Used,280417.0,2000.0,Registered,3465000.0,unknown
Audi,A4,2014.0,Blue,Nigerian Used,132500.0,2000.0,Registered,4725000.0,abuja
Lexus,RX,2010.0,Burgandy,Nigerian Used,193632.0,3500.0,Imported,8400000.0,unknown
Mercedes-Benz,M Class,2010.0,Silver,Nigerian Used,151715.0,3500.0,Registered,5775000.0,lagos
Toyota,Highlander,2003.0,Blue,Nigerian Used,234943.0,3000.0,Imported,2625000.0,lagos
Toyota,RAV4,2003.0,Silver,Nigerian Used,271597.0,2000.0,Registered,1732500.0,unknown
Kia,Sportage,2012.0,Black,Nigerian Used,55979.0,2200.0,Registered,3360000.0,lagos
Toyota,Sienna,2006.0,Red,Nigerian Used,321559.0,3300.0,Imported,4680000.0,enugu
Lexus,RX,2011.0,Gray,Nigerian Used,158013.0,3400.0,Imported,9360000.0,lagos
Toyota,RAV4,2013.0,Gray,Nigerian Used,223748.0,2500.0,Imported,7140000.0,unknown
Lexus,IS,2008.0,Black,Nigerian Used,104166.0,2500.0,Imported,4784000.0,abuja
Mazda,CX-9,2008.0,Black,Nigerian Used,280812.0,3500.0,Imported,3848000.0,lagos
Honda,Pilot,2006.0,Gray,Nigerian Used,140346.0,3500.0,Registered,3640000.0,niger
Honda,Pilot,2008.0,White,Nigerian Used,142806.0,3500.0,Imported,2310000.0,unknown
Lexus,IS,2008.0,Silver,Nigerian Used,62511.0,2500.0,Imported,3150000.0,abuja
BMW,323i,2008.0,Gray,Nigerian Used,143258.0,2500.0,Registered,3675000.0,kaduna
Mercedes-Benz,M Class,2005.0,Silver,Nigerian Used,220615.0,3500.0,Imported,2992500.0,abuja
Lexus,ES,2008.0,White,Nigerian Used,126841.0,3500.0,Registered,3885000.0,abuja
Ford,Escape,2005.0,Ivory,Nigerian Used,246930.0,3000.0,Imported,1522500.0,lagos
Toyota,RAV4,2018.0,Red,Nigerian Used,119242.0,2500.0,Imported,12012000.0,lagos
Toyota,Corolla,2014.0,Silver,Nigerian Used,101872.0,1800.0,Registered,5775000.0,lagos
Honda,Accord,2010.0,Black,Nigerian Used,82091.0,3300.0,Registered,1785000.0,unknown
Lexus,GS,2006.0,Silver,Nigerian Used,61517.0,3000.0,Registered,3150000.0,lagos
Kia,Sorento,2011.0,Gray,Nigerian Used,133102.0,3500.0,Imported,4200000.0,unknown
Toyota,Camry,2004.0,Gray,Nigerian Used,412440.0,2400.0,Imported,2548000.0,unknown
Toyota,Corolla,2004.0,Blue,Nigerian Used,175337.0,1800.0,Registered,3328000.0,abuja
Mazda,6,2018.0,Gray,Nigerian Used,79663.0,2500.0,Imported,9345000.0,lagos
